age,gender,height_cm,current_weight,bmi,goal,daily_water_ml,weekly_workouts,weekly_workout_duration,weekly_calories_burned,predicted_weight_after_30_days
36,Female,174,86.9,28.7,General Fitness,4376,2,122,1926,86.2
34,Female,151,73.4,32.2,Maintenance,2368,5,575,4520,73.7
36,Male,177,50.7,16.2,Weight Loss,4713,4,348,896,49.1
45,Male,151,54.6,23.9,General Fitness,4800,0,0,0,54.1
43,Male,168,43.3,15.3,General Fitness,2037,3,213,1065,43.0
54,Male,155,87.0,36.2,Maintenance,2382,4,176,3428,87.2
43,Male,153,135.4,57.8,Muscle Gain,1376,6,672,2508,136.8
40,Female,156,51.6,21.2,Maintenance,3290,0,0,0,52.7
26,Male,179,134.6,42.0,Maintenance,1992,3,180,1734,134.4
29,Male,148,113.3,51.7,Muscle Gain,4216,3,270,1179,113.7
18,Male,180,103.7,32.0,General Fitness,3938,1,55,239,103.7
18,Male,172,104.5,35.3,Maintenance,1414,2,196,1592,104.7
51,Female,157,122.7,49.8,Maintenance,1393,4,344,2168,122.9
49,Male,167,50.7,18.2,General Fitness,4909,3,147,2106,51.0
42,Female,163,90.5,34.1,General Fitness,4686,4,380,2596,90.6
57,Female,186,109.7,31.7,Weight Loss,1728,3,150,1605,107.9
18,Female,181,98.7,30.1,Maintenance,1357,5,445,1015,98.5
33,Male,183,123.3,36.8,Weight Loss,2599,7,644,6706,119.9
56,Female,168,47.2,16.7,Muscle Gain,2181,1,80,716,48.7
22,Male,160,109.1,42.6,General Fitness,3721,2,226,1392,109.1
39,Male,177,93.4,29.8,General Fitness,3065,0,0,0,93.4
46,Male,156,77.9,32.0,Weight Loss,3775,0,0,0,77.2
20,Male,178,74.0,23.4,Maintenance,4902,5,430,2185,74.4
29,Male,151,102.1,44.8,Muscle Gain,3608,6,192,5154,103.3
43,Female,155,129.1,53.7,Maintenance,2591,1,66,302,128.9
33,Female,175,89.6,29.3,Maintenance,4418,3,339,1122,91.1
54,Male,173,122.5,40.9,Weight Loss,4129,1,54,660,120.8
39,Female,157,80.2,32.5,Maintenance,1154,2,100,1894,80.0
46,Male,175,50.2,16.4,Weight Loss,2590,7,763,1631,49.2
31,Female,146,46.2,21.7,General Fitness,4558,0,0,0,45.7
45,Female,183,45.1,13.5,General Fitness,4924,4,120,2868,44.6
22,Female,159,78.0,30.9,General Fitness,2554,0,0,0,77.8
47,Female,155,73.7,30.7,Muscle Gain,1486,6,318,2904,74.4
22,Female,178,111.8,35.3,Muscle Gain,3198,6,456,2544,112.8
29,Male,183,114.3,34.1,Maintenance,2382,6,708,4584,114.2
33,Male,148,45.1,20.6,Weight Loss,3415,6,216,2736,43.0
43,Female,155,62.1,25.8,Maintenance,4691,2,134,516,61.7
43,Male,173,67.4,22.5,General Fitness,2070,3,228,1335,67.6
38,Female,146,94.8,44.5,Maintenance,3254,1,64,718,94.2
56,Male,160,54.5,21.3,Maintenance,4946,0,0,0,54.5
53,Female,183,53.4,15.9,Maintenance,3497,6,546,4734,52.5
50,Female,157,134.4,54.5,General Fitness,2506,0,0,0,134.1
47,Female,181,120.4,36.8,Weight Loss,2875,6,192,2490,118.4
54,Male,161,58.1,22.4,Maintenance,1923,4,196,2408,58.2
40,Male,165,80.7,29.6,General Fitness,4711,1,73,482,80.0
27,Female,188,75.6,21.4,Muscle Gain,3744,4,244,3088,76.3
22,Female,163,119.1,44.8,Weight Loss,3617,4,220,3088,115.0
53,Male,151,91.0,39.9,General Fitness,3190,6,462,2484,90.8
51,Male,182,52.8,15.9,Maintenance,4471,7,238,4067,52.8
48,Male,152,113.9,49.3,General Fitness,4168,3,264,732,113.9
27,Male,157,79.7,32.3,Weight Loss,2070,0,0,0,79.5
36,Male,181,66.3,20.2,Maintenance,1190,7,546,2940,65.4
49,Female,146,77.5,36.4,Muscle Gain,1139,5,295,2920,79.5
18,Male,185,89.8,26.2,Muscle Gain,1614,1,46,294,90.9
22,Female,155,74.3,30.9,Muscle Gain,4302,7,693,1701,75.5
21,Female,168,64.2,22.7,General Fitness,4411,3,261,1281,64.7
33,Male,150,79.9,35.5,Weight Loss,3972,5,460,3865,75.5
41,Male,170,41.9,14.5,Muscle Gain,2514,3,270,1548,43.6
33,Female,151,117.2,51.4,Maintenance,4120,7,644,6510,117.1
19,Male,183,57.1,17.1,Maintenance,4970,6,264,3204,57.6
45,Female,163,44.4,16.7,Maintenance,1623,6,180,4800,45.3
49,Male,150,105.4,46.8,General Fitness,4524,3,126,2469,104.8
44,Male,187,117.4,33.6,Weight Loss,2339,7,539,6426,113.5
37,Male,173,121.4,40.6,Weight Loss,2345,2,126,1332,118.7
41,Female,187,89.4,25.6,Muscle Gain,1086,2,118,1828,90.5
29,Male,183,60.5,18.1,Weight Loss,2917,3,144,1488,57.0
52,Female,146,113.7,53.3,Maintenance,4545,2,186,1488,113.6
50,Male,163,110.0,41.4,Maintenance,1281,1,95,688,109.5
50,Female,148,64.6,29.5,General Fitness,4910,0,0,0,65.5
60,Male,150,130.3,57.9,Maintenance,3811,5,365,3615,130.2
54,Female,193,50.4,13.5,Weight Loss,2097,6,246,1206,49.2
29,Female,181,138.3,42.2,Maintenance,1452,1,69,860,137.4
20,Female,172,126.0,42.6,Muscle Gain,1046,0,0,0,126.7
18,Female,174,108.8,35.9,General Fitness,2611,2,80,812,108.6
50,Female,151,133.9,58.7,General Fitness,4167,5,475,2700,133.6
57,Female,153,112.2,47.9,Weight Loss,3985,1,30,903,110.7
27,Male,169,59.0,20.7,Maintenance,3078,4,348,2424,58.2
60,Female,177,84.2,26.9,Maintenance,3581,6,342,3030,84.1
46,Female,145,47.2,22.4,Weight Loss,3064,3,291,2118,45.5
30,Female,195,79.0,20.8,Weight Loss,4283,6,528,4008,75.6
29,Male,150,114.2,50.8,Muscle Gain,2683,0,0,0,116.2
48,Male,162,78.6,29.9,Weight Loss,2258,0,0,0,77.9
19,Male,154,73.0,30.8,Maintenance,1391,4,476,3028,72.4
52,Female,172,99.5,33.6,Muscle Gain,4054,4,232,2776,100.2
40,Male,155,127.2,52.9,General Fitness,1353,3,354,1380,127.3
34,Male,177,44.8,14.3,Maintenance,1304,2,206,1554,45.1
43,Female,145,78.5,37.3,General Fitness,2622,6,678,5166,78.1
25,Female,157,55.8,22.6,General Fitness,2573,1,107,781,55.8
46,Male,181,109.5,33.4,General Fitness,4636,7,686,3941,109.9
43,Female,164,50.6,18.8,Maintenance,2563,7,518,4991,50.4
27,Female,145,106.5,50.7,General Fitness,2612,1,99,740,105.7
43,Female,196,68.6,17.9,Maintenance,2948,1,115,967,68.4
51,Female,147,59.9,27.7,General Fitness,3556,2,92,1544,60.4
58,Male,162,133.6,50.9,Weight Loss,1711,6,648,4866,129.3
24,Female,185,41.9,12.2,Weight Loss,2418,6,408,3924,40.6
21,Male,158,83.8,33.6,Maintenance,4502,7,483,2401,84.4
28,Male,175,42.2,13.8,General Fitness,3732,3,171,1173,43.4
46,Male,171,88.4,30.2,General Fitness,1785,1,31,552,88.1
53,Male,161,90.1,34.8,General Fitness,4633,0,0,0,90.2
42,Female,199,72.2,18.2,Weight Loss,1856,0,0,0,71.7
38,Female,190,53.2,14.7,General Fitness,1176,0,0,0,53.4
53,Female,173,77.6,25.9,General Fitness,2429,4,464,2504,77.1
27,Male,180,107.2,33.1,Maintenance,3348,4,144,3660,107.3
54,Male,181,118.2,36.1,General Fitness,3492,2,180,1912,118.1
26,Male,170,93.1,32.2,Weight Loss,4810,1,81,230,91.0
41,Female,197,99.0,25.5,General Fitness,4198,4,308,2124,97.8
52,Male,161,60.1,23.2,Weight Loss,4420,0,0,0,57.8
52,Female,166,68.7,24.9,Weight Loss,3068,4,408,1004,66.6
53,Female,169,56.2,19.7,Muscle Gain,4063,6,246,3498,56.6
35,Female,146,64.9,30.4,Weight Loss,1710,0,0,0,64.1
56,Female,199,62.5,15.8,Muscle Gain,3748,1,31,974,62.9
49,Male,166,91.9,33.4,Muscle Gain,2867,6,276,5310,92.6
41,Female,149,96.3,43.4,General Fitness,4491,2,208,1622,96.1
40,Male,148,134.5,61.4,Muscle Gain,1151,3,315,1848,135.6
49,Female,180,59.6,18.4,Maintenance,4231,3,96,2022,59.1
54,Male,150,104.2,46.3,Weight Loss,3906,6,300,3546,101.1
29,Male,196,121.7,31.7,Maintenance,4551,0,0,0,121.8
30,Female,165,96.0,35.3,Muscle Gain,2466,4,432,3088,97.2
40,Female,157,65.5,26.6,General Fitness,1095,4,320,3596,65.9
42,Female,198,66.3,16.9,Weight Loss,4423,0,0,0,63.7
52,Male,181,43.9,13.4,Maintenance,2098,7,588,4249,43.0
58,Female,199,70.5,17.8,General Fitness,3925,1,65,718,70.3
47,Female,169,114.5,40.1,Muscle Gain,4665,6,480,2328,115.3
34,Male,170,44.8,15.5,General Fitness,1639,0,0,0,44.1
37,Female,199,61.9,15.6,Maintenance,4430,7,322,3850,62.1
42,Male,183,110.6,33.0,General Fitness,2156,1,118,482,111.0
39,Female,164,118.3,44.0,Maintenance,3447,2,180,1670,118.6
30,Male,177,85.5,27.3,General Fitness,4210,2,208,712,85.4
36,Male,158,109.8,44.0,Weight Loss,3293,6,252,4788,106.2
53,Female,200,78.8,19.7,General Fitness,4362,0,0,0,78.5
29,Male,180,56.0,17.3,Weight Loss,1111,2,228,538,55.1
58,Female,161,79.8,30.8,Maintenance,4786,4,436,2276,80.6
36,Female,165,98.0,36.0,Weight Loss,2193,1,116,787,96.6
29,Male,190,134.8,37.3,General Fitness,2622,3,309,2475,135.1
26,Female,160,46.9,18.3,Weight Loss,4702,7,539,4998,42.6
24,Male,190,90.7,25.1,Maintenance,2633,3,345,1299,90.8
45,Male,160,72.9,28.5,General Fitness,4311,2,198,1756,72.9
31,Male,200,90.8,22.7,Weight Loss,4408,7,532,5670,87.1
48,Male,164,42.4,15.8,Weight Loss,2161,1,39,835,40.7
36,Male,173,71.3,23.8,Muscle Gain,2617,4,344,2664,72.6
33,Male,172,122.0,41.2,Weight Loss,2259,3,327,2268,120.0
22,Male,152,95.4,41.3,Muscle Gain,2671,4,168,1944,96.2
52,Male,168,85.1,30.2,Maintenance,3841,4,360,3268,84.9
29,Female,147,68.6,31.7,Muscle Gain,4074,3,261,1479,68.4
42,Female,169,69.8,24.4,Maintenance,2594,3,339,2040,70.5
38,Male,163,78.3,29.5,Weight Loss,3163,7,679,2331,76.6
53,Female,177,123.6,39.5,Weight Loss,2495,2,226,414,123.2
40,Female,146,136.7,64.1,Muscle Gain,4202,7,805,1589,137.4
33,Female,159,83.9,33.2,Maintenance,3981,6,348,5892,83.7
56,Female,166,79.3,28.8,Weight Loss,4969,1,45,934,76.9
59,Female,154,124.7,52.6,Muscle Gain,4554,0,0,0,126.3
56,Female,162,82.7,31.5,Muscle Gain,4472,1,76,509,83.5
31,Male,166,95.2,34.5,Muscle Gain,2224,7,504,5915,96.6
48,Female,190,63.1,17.5,Weight Loss,1291,0,0,0,62.2
22,Female,193,114.4,30.7,Maintenance,3389,7,413,5782,114.6
52,Female,171,93.2,31.9,Weight Loss,2014,3,258,2079,90.5
40,Female,157,120.9,49.0,General Fitness,2633,4,236,932,121.8
46,Male,177,118.1,37.7,General Fitness,2239,1,96,206,117.5
60,Male,149,61.5,27.7,Weight Loss,2659,7,595,1673,59.9
28,Male,170,111.6,38.6,Maintenance,1584,4,212,2116,110.5
35,Male,157,120.0,48.7,Muscle Gain,4437,1,106,261,120.1
29,Female,171,74.6,25.5,General Fitness,2913,6,630,1710,75.3
26,Male,158,57.3,23.0,General Fitness,3026,5,185,4620,56.8
27,Male,168,40.3,14.3,Weight Loss,4713,1,117,315,41.9
34,Male,147,85.1,39.4,General Fitness,2492,4,292,3104,85.0
55,Male,191,75.2,20.6,General Fitness,4489,5,545,2480,75.6
24,Female,195,95.5,25.1,Muscle Gain,1026,2,126,1156,96.7
30,Male,193,58.8,15.8,Muscle Gain,2700,6,384,5286,59.6
57,Female,174,126.0,41.6,Maintenance,1454,3,237,2481,127.0
59,Male,179,65.8,20.5,General Fitness,1917,2,92,1042,66.2
26,Female,192,62.6,17.0,Maintenance,3627,7,217,5789,62.5
44,Female,158,88.1,35.3,Maintenance,1013,2,238,1864,87.8
19,Male,156,89.9,36.9,Muscle Gain,3145,1,83,594,90.2
22,Male,172,61.5,20.8,Muscle Gain,1278,3,219,1668,61.4
46,Male,188,67.2,19.0,Weight Loss,2963,6,660,4566,64.2
54,Male,173,57.0,19.0,Muscle Gain,1489,5,390,3090,58.0
55,Female,187,111.8,32.0,Maintenance,1984,1,31,677,112.5
36,Female,161,117.0,45.1,General Fitness,1960,7,707,3745,117.5
25,Male,184,86.2,25.5,Maintenance,4954,0,0,0,86.8
18,Male,193,111.4,29.9,Maintenance,2782,1,38,219,110.6
39,Female,165,113.6,41.7,Maintenance,3671,5,150,3055,113.6
34,Male,167,53.8,19.3,Muscle Gain,3254,4,392,2992,54.9
24,Female,164,136.6,50.8,Maintenance,2887,7,266,3206,136.5
42,Male,155,122.1,50.8,Weight Loss,2869,6,258,4824,118.0
21,Female,178,60.4,19.1,General Fitness,4304,6,336,5388,59.7
53,Female,154,58.6,24.7,Muscle Gain,2596,1,38,556,59.6
23,Female,154,52.6,22.2,Maintenance,3644,0,0,0,52.4
48,Female,187,53.8,15.4,Weight Loss,3742,1,113,610,51.9
36,Female,150,114.8,51.0,General Fitness,2262,7,756,3409,115.5
56,Male,180,87.0,26.9,Maintenance,1249,5,160,1235,87.3
44,Female,168,118.3,41.9,General Fitness,2606,6,312,5784,117.1
27,Male,156,114.6,47.1,Muscle Gain,1739,0,0,0,114.9
43,Female,187,100.5,28.7,Muscle Gain,4668,3,177,1707,102.5
36,Female,199,108.6,27.4,Weight Loss,1305,5,240,2150,105.4
56,Male,167,41.8,15.0,Muscle Gain,4979,6,576,1764,42.1
20,Male,171,71.2,24.3,Weight Loss,4534,1,79,502,70.3
30,Male,189,103.8,29.1,Maintenance,2806,6,462,2502,102.9
45,Male,181,40.9,12.5,General Fitness,2936,0,0,0,40.3
37,Female,150,43.3,19.2,Muscle Gain,2825,7,665,4102,44.2
45,Male,145,125.2,59.5,General Fitness,4307,5,280,4570,125.5
25,Female,150,108.4,48.2,General Fitness,4362,3,348,2481,108.8
58,Male,194,66.5,17.7,Maintenance,4110,4,276,1160,66.9
56,Male,166,108.8,39.5,Maintenance,4045,2,94,514,108.6
18,Female,185,119.2,34.8,Muscle Gain,3765,0,0,0,120.1
20,Female,168,70.7,25.0,Maintenance,1182,4,160,2884,71.1
30,Male,169,43.6,15.3,General Fitness,4770,3,204,2901,43.7
45,Female,159,133.3,52.7,Weight Loss,3692,4,192,3840,130.1
42,Female,170,74.5,25.8,Weight Loss,1029,1,118,682,73.0
50,Female,152,50.6,21.9,Weight Loss,2411,2,72,1132,47.9
55,Female,195,89.2,23.5,Muscle Gain,1766,0,0,0,90.1
23,Female,168,116.8,41.4,Maintenance,4214,5,155,3585,117.3
49,Female,192,62.2,16.9,Maintenance,1614,6,402,3180,63.0
38,Female,182,66.9,20.2,Maintenance,4490,3,102,2697,67.4
33,Female,150,64.3,28.6,Maintenance,2004,2,214,868,64.6
38,Male,198,139.2,35.5,General Fitness,3121,3,333,1830,139.5
28,Female,179,59.7,18.6,Weight Loss,4126,6,390,2292,55.8
54,Male,186,97.6,28.2,General Fitness,4009,4,388,1944,97.1
53,Female,145,132.5,63.0,Muscle Gain,4819,3,351,966,133.1
52,Female,190,54.7,15.2,Weight Loss,4643,7,742,2499,52.6
36,Female,180,137.1,42.3,Weight Loss,1023,3,342,1566,134.8
37,Female,156,134.7,55.4,General Fitness,4093,4,344,848,135.0
35,Male,182,128.5,38.8,Muscle Gain,3475,4,196,3060,128.4
58,Male,155,61.5,25.6,Muscle Gain,2055,6,204,5928,63.5
31,Female,156,103.4,42.5,Weight Loss,3910,2,106,1508,102.5
32,Male,186,116.1,33.6,Maintenance,3386,0,0,0,116.9
48,Female,194,138.6,36.8,Muscle Gain,2970,4,228,3280,140.2
18,Female,183,58.0,17.3,General Fitness,3004,7,574,6139,57.7
20,Male,151,116.6,51.1,Muscle Gain,2538,2,160,1634,118.0
33,Male,155,73.9,30.8,Weight Loss,3559,6,216,4572,69.9
40,Female,180,57.6,17.8,Maintenance,4141,3,213,1209,57.8
28,Female,196,82.1,21.4,Muscle Gain,1671,7,448,3507,83.2
29,Male,175,119.4,39.0,Weight Loss,4969,3,189,726,116.9
27,Female,177,86.5,27.6,Muscle Gain,4159,5,510,4970,87.8
49,Male,157,93.8,38.1,Maintenance,3924,1,105,796,93.8
33,Female,162,139.5,53.2,General Fitness,1570,4,332,3712,138.7
25,Female,185,79.9,23.3,Weight Loss,1763,6,348,5214,74.7
55,Male,200,101.5,25.4,Weight Loss,2242,7,273,4935,97.3
29,Male,168,76.5,27.1,Maintenance,1712,7,392,5866,77.1
41,Male,153,79.3,33.9,Weight Loss,3636,2,224,780,78.0
45,Female,175,109.6,35.8,Maintenance,1766,5,210,4885,109.4
25,Female,199,133.8,33.8,Weight Loss,2782,2,142,518,133.2
45,Female,185,94.2,27.5,Maintenance,2293,0,0,0,93.1
53,Female,154,116.8,49.2,Muscle Gain,3866,5,450,3325,117.1
43,Male,146,48.9,22.9,Muscle Gain,2674,6,648,3468,48.9
25,Female,182,61.1,18.4,Muscle Gain,3125,2,100,1256,62.3
45,Female,159,90.2,35.7,Weight Loss,4663,4,128,1044,88.3
45,Female,147,42.0,19.4,Maintenance,3057,2,74,1002,41.8
54,Male,187,65.3,18.7,Maintenance,2491,1,99,837,65.0
58,Female,175,91.7,29.9,General Fitness,2359,3,336,1113,91.5
53,Female,150,41.5,18.4,Muscle Gain,1635,3,138,2112,42.3
44,Male,147,66.5,30.8,General Fitness,2209,7,273,1834,67.2
34,Female,200,91.4,22.8,Muscle Gain,4617,5,210,4855,92.8
26,Female,155,97.3,40.5,General Fitness,4192,2,82,430,96.8
50,Male,159,132.6,52.5,Muscle Gain,3639,2,190,1780,133.4
37,Female,189,104.5,29.3,Maintenance,3765,2,206,600,104.8
30,Female,196,81.5,21.2,Muscle Gain,3612,2,228,750,82.8
45,Female,172,133.0,45.0,Weight Loss,2691,7,364,2744,129.8
46,Male,154,118.5,50.0,Muscle Gain,2297,1,94,472,119.3
30,Female,182,60.0,18.1,Muscle Gain,3457,4,324,2664,61.3
52,Female,191,53.1,14.6,Maintenance,1357,1,90,972,53.9
23,Male,194,107.6,28.6,Weight Loss,2670,6,330,2244,104.9
35,Male,194,96.0,25.5,Maintenance,3145,6,264,2598,96.2
22,Female,151,119.0,52.2,General Fitness,2006,1,51,415,118.5
42,Female,159,113.9,45.1,General Fitness,1240,1,118,690,113.6
19,Female,162,102.5,39.1,Weight Loss,3604,3,282,1848,100.0
27,Female,162,138.6,52.8,General Fitness,3758,6,330,5748,138.5
47,Male,196,93.4,24.3,Weight Loss,2826,1,50,732,92.2
22,Female,185,51.3,15.0,Muscle Gain,4185,2,106,1300,52.5
50,Male,168,122.8,43.5,General Fitness,4558,1,45,954,122.9
18,Male,146,65.2,30.6,Muscle Gain,4860,2,122,1998,65.9
35,Female,184,117.7,34.8,Maintenance,2264,5,225,2395,116.8
49,Female,164,135.7,50.5,General Fitness,1155,6,636,2658,135.4
28,Male,178,109.7,34.6,Maintenance,1351,4,284,3496,110.5
38,Male,187,99.6,28.5,Maintenance,1043,3,183,1035,100.1
43,Female,170,86.0,29.8,Weight Loss,3639,4,316,1064,83.8
42,Male,151,76.4,33.5,Maintenance,4383,7,490,2114,76.6
39,Female,182,75.3,22.7,Weight Loss,1137,7,371,3563,72.0
44,Female,174,103.6,34.2,Weight Loss,4734,5,210,4180,99.9
30,Male,186,115.1,33.3,Weight Loss,2967,4,416,1264,112.9
50,Male,149,107.9,48.6,Weight Loss,3483,3,324,2013,106.3
51,Female,155,59.8,24.9,Weight Loss,1753,2,78,1924,57.7
58,Male,145,89.4,42.5,Muscle Gain,1142,5,355,2600,90.8
52,Female,178,119.2,37.6,Weight Loss,4071,5,350,3170,115.4
18,Female,200,87.6,21.9,General Fitness,2846,2,64,1138,88.1
38,Female,145,93.7,44.6,Weight Loss,4370,2,168,1874,90.7
23,Male,163,117.1,44.1,Muscle Gain,4633,3,135,2697,117.2
45,Female,146,106.1,49.8,General Fitness,3309,6,438,2316,106.1
34,Female,165,80.9,29.7,General Fitness,3559,1,110,787,81.1
22,Female,164,129.5,48.1,Muscle Gain,3720,6,708,5904,130.4
48,Female,167,56.3,20.2,General Fitness,1061,0,0,0,56.1
22,Female,165,139.6,51.3,Muscle Gain,2590,1,66,860,140.7
55,Female,168,51.9,18.4,Maintenance,2446,6,534,5436,51.6
20,Female,148,41.5,18.9,Maintenance,2419,1,106,995,41.0
40,Female,156,129.0,53.0,Weight Loss,4955,7,371,4704,125.3
54,Female,166,64.5,23.4,Weight Loss,3019,4,220,3020,62.1
54,Female,164,113.0,42.0,Weight Loss,3078,7,609,4571,109.3
27,Female,162,121.1,46.1,Weight Loss,4401,0,0,0,120.1
27,Male,145,125.9,59.9,Muscle Gain,3996,2,180,1762,127.0
36,Female,174,139.2,46.0,Maintenance,3849,1,48,293,138.7
34,Female,177,69.4,22.2,Muscle Gain,2192,6,342,5610,70.5
38,Female,168,111.0,39.3,General Fitness,3313,3,108,2967,111.2
31,Male,158,51.5,20.6,General Fitness,3355,1,74,237,52.1
26,Female,180,80.7,24.9,General Fitness,3506,2,230,1962,81.3
18,Male,149,124.8,56.2,General Fitness,4256,6,552,4086,124.5
30,Female,155,76.8,32.0,General Fitness,1333,1,66,946,76.4
21,Female,168,99.1,35.1,Maintenance,3562,5,225,1550,98.1
18,Male,175,90.4,29.5,Muscle Gain,3488,7,238,4263,91.6
57,Female,199,104.6,26.4,General Fitness,3720,4,232,1468,104.0
49,Male,157,137.3,55.7,Weight Loss,3438,4,324,3060,134.5
51,Male,160,45.6,17.8,Maintenance,2795,1,52,596,45.4
45,Female,168,97.4,34.5,Weight Loss,3982,4,140,1304,95.8
48,Female,157,126.3,51.2,Maintenance,3607,3,195,2958,127.0
25,Female,168,88.1,31.2,Maintenance,1253,0,0,0,88.5
56,Female,198,47.9,12.2,Weight Loss,4657,1,62,240,45.6
43,Male,170,96.1,33.3,Weight Loss,4406,3,234,2283,93.5
51,Male,146,73.2,34.3,General Fitness,2423,5,350,3430,73.1
20,Female,160,55.5,21.7,Weight Loss,4237,3,327,2610,53.0
29,Male,182,124.9,37.7,Muscle Gain,4331,3,252,1794,126.0
18,Male,190,92.2,25.5,Maintenance,2027,5,275,1905,92.2
22,Female,145,133.3,63.4,Maintenance,2911,2,132,760,133.2
47,Male,193,120.6,32.4,General Fitness,3166,1,106,877,121.2
47,Male,155,109.3,45.5,Maintenance,1995,7,322,6601,108.7
34,Female,195,40.5,10.7,Weight Loss,4994,1,61,917,40.7
40,Male,179,82.8,25.8,Maintenance,1469,1,57,663,82.5
32,Female,187,59.7,17.1,Maintenance,2493,7,378,1743,59.2
54,Male,173,131.1,43.8,Weight Loss,3832,0,0,0,129.8
38,Female,181,57.5,17.6,Weight Loss,4564,3,153,1800,54.0
31,Male,161,68.6,26.5,Maintenance,4809,1,90,345,68.2
19,Male,198,91.7,23.4,Muscle Gain,2887,7,511,3479,92.5
28,Female,183,66.3,19.8,Weight Loss,2523,7,343,2408,65.5
56,Female,186,61.0,17.6,Muscle Gain,2093,4,316,860,61.9
55,Female,172,99.9,33.8,Muscle Gain,1693,2,234,568,101.1
51,Female,173,48.9,16.3,General Fitness,3912,5,380,2075,48.2
55,Male,187,45.8,13.1,Muscle Gain,3823,5,380,3405,47.8
51,Male,147,77.2,35.7,General Fitness,2393,0,0,0,77.4
35,Male,196,112.1,29.2,Muscle Gain,3044,7,560,5229,114.2
47,Female,154,95.5,40.3,General Fitness,1180,6,504,1836,95.4
32,Male,186,82.3,23.8,Weight Loss,4076,5,535,2090,79.5
44,Male,158,96.6,38.7,Maintenance,2220,2,136,1072,97.7
51,Female,156,76.5,31.4,Maintenance,1046,6,258,3420,76.2
55,Female,191,133.6,36.6,General Fitness,4623,7,686,3171,133.5
50,Male,186,45.5,13.2,Weight Loss,1633,7,532,4228,42.1
41,Female,174,107.3,35.4,General Fitness,4718,3,150,2337,107.1
32,Male,176,129.1,41.7,General Fitness,2163,5,220,4490,129.7
47,Male,176,120.4,38.9,Weight Loss,4933,6,660,5010,116.9
59,Female,186,58.4,16.9,Muscle Gain,2688,6,678,1374,60.0
34,Male,176,69.6,22.5,Muscle Gain,2563,5,150,1920,69.6
22,Female,170,111.7,38.7,Weight Loss,2450,4,436,1952,110.2
46,Female,195,48.4,12.7,General Fitness,1588,3,333,1674,48.8
21,Male,145,121.2,57.6,Maintenance,4758,1,39,673,121.0
27,Male,200,111.9,28.0,General Fitness,4632,7,364,5348,112.1
34,Male,186,113.0,32.7,Muscle Gain,2877,2,94,1198,114.2
27,Female,146,50.0,23.5,Weight Loss,3357,5,435,4440,47.2
34,Male,161,111.8,43.1,Weight Loss,3321,4,408,1328,110.0
37,Female,174,108.0,35.7,Weight Loss,2562,7,742,4907,105.7
41,Female,200,123.1,30.8,Muscle Gain,1839,2,162,1404,124.7
22,Male,183,44.2,13.2,General Fitness,2413,6,450,1656,43.5
51,Female,151,42.3,18.6,Weight Loss,3506,0,0,0,40.8
23,Male,196,77.3,20.1,Maintenance,1732,4,184,1036,77.3
19,Male,171,54.9,18.8,Weight Loss,4705,7,672,4578,51.8
30,Male,153,95.8,40.9,General Fitness,3408,6,540,3984,96.1
60,Male,166,131.7,47.8,Muscle Gain,2017,0,0,0,132.4
60,Male,178,79.1,25.0,Maintenance,4140,5,410,1450,79.1
28,Male,190,124.5,34.5,Maintenance,4654,4,136,1988,124.6
40,Male,193,40.0,10.7,Weight Loss,3709,1,61,524,40.4
33,Female,145,56.9,27.1,General Fitness,3746,6,708,2874,56.9
48,Male,153,43.0,18.4,Weight Loss,2454,7,518,6370,41.5
28,Female,164,72.8,27.1,Maintenance,3932,2,170,634,72.8
33,Female,197,130.8,33.7,Weight Loss,1757,2,68,1788,129.1
25,Female,163,49.7,18.7,General Fitness,4779,6,696,4596,49.9
21,Male,180,100.6,31.0,Muscle Gain,4103,6,630,2820,102.1
57,Female,184,85.1,25.1,Maintenance,3002,3,189,2148,84.9
21,Female,189,133.8,37.5,General Fitness,1620,4,360,1200,134.0
42,Male,148,52.3,23.9,Weight Loss,2888,7,812,4109,48.3
20,Male,153,61.2,26.1,Maintenance,4584,7,763,3395,61.3
49,Female,185,43.0,12.6,Weight Loss,1181,7,637,1764,41.0
20,Male,166,83.4,30.3,Weight Loss,3733,7,686,6503,78.7
44,Male,162,67.8,25.8,Muscle Gain,3728,4,368,3988,69.7
46,Male,156,127.0,52.2,Weight Loss,3295,6,438,2634,124.3
49,Male,186,100.5,29.0,Weight Loss,3667,0,0,0,100.0
36,Female,187,101.4,29.0,General Fitness,4953,4,396,3260,101.1
38,Male,183,93.2,27.8,Weight Loss,2320,2,84,1120,90.8
22,Male,153,49.2,21.0,Muscle Gain,2799,4,288,2252,49.0
35,Male,150,84.5,37.6,Weight Loss,4999,3,177,2799,81.4
45,Female,163,140.0,52.7,Weight Loss,3077,3,165,2700,138.0
59,Female,192,123.5,33.5,Weight Loss,2325,6,660,3156,121.1
39,Male,191,129.3,35.4,Maintenance,2499,2,184,1350,128.5
38,Male,151,122.3,53.6,Muscle Gain,3920,2,204,1620,123.2
23,Female,160,50.3,19.6,Maintenance,1947,7,602,2072,49.6
18,Male,149,62.7,28.2,Muscle Gain,2375,2,186,1052,64.0
22,Male,160,40.3,15.7,Muscle Gain,1984,4,436,1088,42.0
58,Female,145,70.4,33.5,General Fitness,4553,4,312,1820,70.7
29,Male,195,50.9,13.4,Maintenance,3364,1,81,942,50.7
